File Number,MP3 to WAV,WAV to RAW,RNNoise,RAW to Output WAV
232.mp3,0.05909252166748047,0.10100769996643066,0.11542797088623047,0.0034732818603515625
569.mp3,0.10285282135009766,0.12126946449279785,0.13967490196228027,0.003787994384765625
395.mp3,0.11261391639709473,0.10296034812927246,0.523573637008667,0.014056921005249023
234.mp3,0.18334293365478516,0.1620481014251709,0.2241048812866211,0.005313873291015625
440.mp3,0.11779284477233887,0.11606597900390625,0.1460130214691162,0.0038995742797851562
61.mp3,0.1122140884399414,0.1357729434967041,0.21167230606079102,0.004683732986450195
169.mp3,0.1614987850189209,0.08758425712585449,0.4167492389678955,0.005837678909301758
71.mp3,0.1687908172607422,0.11845254898071289,0.17105317115783691,0.011038541793823242
492.mp3,0.1534876823425293,0.1612074375152588,0.20628046989440918,0.00461888313293457
443.mp3,0.11651015281677246,0.2351818084716797,0.49051713943481445,0.01400613784790039
606.mp3,0.17782998085021973,0.10691285133361816,0.09206008911132812,0.0033931732177734375
390.mp3,0.11216068267822266,0.09174776077270508,0.20412635803222656,0.006569623947143555
721.mp3,0.12689614295959473,0.09448099136352539,0.28020310401916504,0.004820823669433594
216.mp3,0.10957193374633789,0.10321235656738281,0.15850043296813965,0.00402522087097168
523.mp3,0.0978081226348877,0.09465503692626953,0.10529232025146484,0.0035004615783691406
723.mp3,0.08837413787841797,0.0998697280883789,0.05649971961975098,0.0033020973205566406
358.mp3,0.10265016555786133,0.08519601821899414,0.10681390762329102,0.0040357112884521484
119.mp3,0.08208990097045898,0.09448552131652832,0.1288590431213379,0.004492759704589844
99.mp3,0.09816980361938477,0.10418343544006348,0.341991662979126,0.0075414180755615234
86.mp3,0.1736891269683838,0.10743379592895508,0.2769646644592285,0.009111166000366211
229.mp3,0.18293428421020508,0.11970067024230957,0.44542813301086426,0.007961034774780273
146.mp3,0.18605542182922363,0.11029648780822754,0.3646667003631592,0.006309986114501953
641.mp3,0.15962696075439453,0.11422300338745117,0.18799829483032227,0.0038590431213378906
257.mp3,0.23159527778625488,0.11678099632263184,0.10809326171875,0.009778976440429688
628.mp3,0.15975022315979004,0.15808701515197754,0.3402419090270996,0.012138605117797852
596.mp3,0.14777350425720215,0.11699509620666504,0.09186148643493652,0.0034754276275634766
308.mp3,0.1578359603881836,0.0970919132232666,0.23166203498840332,0.0046367645263671875
661.mp3,0.07643532752990723,0.09204506874084473,0.14312124252319336,0.00400853157043457
636.mp3,0.12851238250732422,0.11869192123413086,0.2520334720611572,0.00827479362487793
315.mp3,0.09235787391662598,0.1001279354095459,0.289395809173584,0.006288290023803711
342.mp3,0.1578540802001953,0.10502505302429199,0.11557316780090332,0.0037207603454589844
453.mp3,0.08531451225280762,0.13334369659423828,0.10152578353881836,0.004107952117919922
566.mp3,0.14666271209716797,0.09479832649230957,0.20786666870117188,0.012801408767700195
655.mp3,0.15838885307312012,0.10563540458679199,0.08202195167541504,0.0034437179565429688
350.mp3,0.1576826572418213,0.10334038734436035,0.25600624084472656,0.005423545837402344
727.mp3,0.10642242431640625,0.14060306549072266,0.20696353912353516,0.008906364440917969
567.mp3,0.11591243743896484,0.13089489936828613,0.15201306343078613,0.0051555633544921875
382.mp3,0.12021183967590332,0.12005472183227539,0.15445637702941895,0.004236698150634766
98.mp3,0.14257431030273438,0.10721588134765625,0.15483546257019043,0.004035472869873047
276.mp3,0.13317275047302246,0.10536456108093262,0.35434675216674805,0.009171724319458008
638.mp3,0.17792296409606934,0.11842703819274902,0.22314667701721191,0.005984067916870117
160.mp3,0.14162540435791016,0.11274933815002441,0.11154294013977051,0.003613710403442383
19.mp3,0.11322259902954102,0.09459662437438965,0.23666048049926758,0.005056619644165039
51.mp3,0.12161827087402344,0.1075890064239502,0.3063483238220215,0.005092620849609375
506.mp3,0.13967490196228027,0.13282108306884766,0.285785436630249,0.0048389434814453125
346.mp3,0.07983899116516113,0.10363435745239258,0.08208894729614258,0.0044367313385009766
123.mp3,0.13176441192626953,0.13088750839233398,0.09270596504211426,0.0034668445587158203
66.mp3,0.12367916107177734,0.11636495590209961,0.17656397819519043,0.0041086673736572266
598.mp3,0.11637163162231445,0.09887886047363281,0.20601606369018555,0.0044329166412353516
505.mp3,0.12150931358337402,0.10417008399963379,0.08672785758972168,0.0037517547607421875
129.mp3,0.12917542457580566,0.13257098197937012,0.0827643871307373,0.003552675247192383
95.mp3,0.07320737838745117,0.06941795349121094,0.08112072944641113,0.003465890884399414
704.mp3,0.10649991035461426,0.09179806709289551,0.11292695999145508,0.003890514373779297
589.mp3,0.08857321739196777,0.06422567367553711,0.16738176345825195,0.004301309585571289
423.mp3,0.08234548568725586,0.08066082000732422,0.11446094512939453,0.0047838687896728516
354.mp3,0.09571957588195801,0.0667269229888916,0.24126911163330078,0.0052947998046875
333.mp3,0.11237049102783203,0.07599377632141113,0.16567516326904297,0.004492521286010742
394.mp3,0.08322715759277344,0.08318614959716797,0.14355063438415527,0.004303932189941406
335.mp3,0.0803382396697998,0.0702812671661377,0.16557669639587402,0.005804777145385742
311.mp3,0.09894371032714844,0.06540274620056152,0.0897665023803711,0.003626108169555664
593.mp3,0.10990333557128906,0.06874775886535645,0.1030123233795166,0.0038471221923828125
510.mp3,0.10951995849609375,0.06508278846740723,0.2058110237121582,0.004586458206176758
364.mp3,0.10631656646728516,0.06545567512512207,0.16853809356689453,0.004332304000854492
496.mp3,0.06749272346496582,0.06474494934082031,0.1358940601348877,0.004450082778930664
103.mp3,0.20332932472229004,0.06809759140014648,0.1813359260559082,0.004546165466308594
706.mp3,0.060394287109375,0.06410384178161621,0.03485536575317383,0.0033512115478515625
130.mp3,0.11367630958557129,0.07382750511169434,0.16817259788513184,0.004564046859741211
142.mp3,0.10294246673583984,0.06397867202758789,0.0780339241027832,0.02226853370666504
84.mp3,0.10665535926818848,0.0649712085723877,0.18389606475830078,0.005152463912963867
733.mp3,0.11588668823242188,0.0714409351348877,0.041721343994140625,0.003720521926879883
1.mp3,0.07251834869384766,0.06946516036987305,0.20134425163269043,0.004717588424682617
670.mp3,0.0705406665802002,0.06441545486450195,0.06814241409301758,0.003676176071166992
131.mp3,0.07525777816772461,0.0661470890045166,0.10259222984313965,0.005074262619018555
213.mp3,0.06744527816772461,0.06376886367797852,0.09334683418273926,0.003916501998901367
472.mp3,0.07564139366149902,0.07089877128601074,0.1815321445465088,0.005101203918457031
436.mp3,0.10426139831542969,0.06523513793945312,0.13597369194030762,0.004231929779052734
22.mp3,0.09982109069824219,0.0659794807434082,0.08663034439086914,0.0036840438842773438
60.mp3,0.07483935356140137,0.06951665878295898,0.13999557495117188,0.004280805587768555
633.mp3,0.09931707382202148,0.06534647941589355,0.07381987571716309,0.0036058425903320312
54.mp3,0.0647726058959961,0.06604385375976562,0.07981276512145996,0.004083156585693359
345.mp3,0.10064482688903809,0.06579470634460449,0.15740036964416504,0.004452228546142578
221.mp3,0.2354886531829834,0.07708621025085449,0.18683385848999023,0.004681587219238281
729.mp3,0.12261843681335449,0.06722092628479004,0.0972757339477539,0.003783702850341797
610.mp3,0.07746124267578125,0.0701589584350586,0.1691439151763916,0.004541158676147461
73.mp3,0.06730914115905762,0.06782793998718262,0.0835568904876709,0.003776073455810547
316.mp3,0.07190895080566406,0.06450438499450684,0.16894984245300293,0.004631757736206055
431.mp3,0.07589864730834961,0.0644068717956543,0.17431306838989258,0.004837751388549805
17.mp3,0.1071939468383789,0.07645392417907715,0.11877632141113281,0.004276752471923828
88.mp3,0.12084031105041504,0.06781697273254395,0.13721871376037598,0.004327297210693359
413.mp3,0.11760234832763672,0.06831002235412598,0.1265573501586914,0.00433039665222168
265.mp3,0.08278417587280273,0.06638789176940918,0.2039027214050293,0.004755735397338867
286.mp3,0.09471869468688965,0.07457232475280762,0.05509376525878906,0.0033969879150390625
681.mp3,0.11765480041503906,0.07192087173461914,0.13445353507995605,0.004035234451293945
231.mp3,0.07357382774353027,0.06581830978393555,0.18926453590393066,0.0052416324615478516
639.mp3,0.09776568412780762,0.07066917419433594,0.08762764930725098,0.004078388214111328
184.mp3,0.7160489559173584,0.06910848617553711,0.13229966163635254,0.0042879581451416016
307.mp3,0.1081991195678711,0.06636428833007812,0.20832300186157227,0.0075457096099853516
14.mp3,0.1266317367553711,0.065948486328125,0.148026704788208,0.0042002201080322266
539.mp3,0.06714415550231934,0.06660985946655273,0.07820510864257812,0.0035657882690429688
39.mp3,0.07886791229248047,0.0666191577911377,0.2275221347808838,0.005494832992553711
63.mp3,0.13144159317016602,0.06917262077331543,0.15374374389648438,0.0043752193450927734
292.mp3,0.1088566780090332,0.06648802757263184,0.20031332969665527,0.004653453826904297
694.mp3,0.10413742065429688,0.06530237197875977,0.07983589172363281,0.0036499500274658203
